"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison","New_representative_term","Description_str","count","GeneRatio","direction"
"11","GO:0006508","proteolysis",432,-0.41335465636794,-1.73116990761578,3.19711516266569e-08,5.936265180409e-07,3.18347171246939e-07,2630,"tags=34%, list=23%, signal=28%","AGAP004148/AGAP011908/AGAP008995/AGAP003106/AGAP004754/AGAP011098/AGAP003251/AGAP002414/AGAP000848/AGAP012749/AGAP001037/AGAP001198/AGAP004023/AGAP008497/AGAP000830/AGAP010764/AGAP013487/AGAP002813/AGAP000573/AGAP009252/AGAP009019/AGAP013184/AGAP010545/AGAP012817/AGAP006954/AGAP012068/AGAP001240/AGAP008835/AGAP010241/AGAP029770/AGAP009251/AGAP029515/AGAP002720/AGAP028725/AGAP003432/AGAP029108/AGAP003496/AGAP000182/AGAP002879/AGAP010243/AGAP000131/AGAP007796/AGAP001264/AGAP011590/AGAP003686/AGAP011584/AGAP007684/AGAP007043/AGAP003691/AGAP009754/AGAP003250/AGAP005705/AGAP029119/AGAP008290/AGAP007728/AGAP001964/AGAP011477/AGAP002422/AGAP011792/AGAP000315/AGAP004860/AGAP011787/AGAP008295/AGAP010003/AGAP003977/AGAP000513/AGAP003249/AGAP029749/AGAP029126/AGAP000476/AGAP001199/AGAP009757/AGAP013117/AGAP008294/AGAP000303/AGAP011912/AGAP009828/AGAP001113/AGAP012842/AGAP007398/AGAP013078/AGAP008091/AGAP003057/AGAP009218/AGAP005702/AGAP005195/AGAP013188/AGAP011653/AGAP006120/AGAP008291/AGAP009122/AGAP004566/AGAP008176/AGAP028711/AGAP004775/AGAP000290/AGAP012067/AGAP004855/AGAP003248/AGAP004638/AGAP029067/AGAP008370/AGAP003077/AGAP008293/AGAP005196/AGAP011442/AGAP009791/AGAP010968/AGAP009217/AGAP004639/AGAP008292/AGAP028641/AGAP002270/AGAP000621/AGAP001682/AGAP008371/AGAP011435/AGAP029330/AGAP004109/AGAP007795/AGAP029117/AGAP004201/AGAP029124/AGAP009215/AGAP003702/AGAP003422/AGAP028728/AGAP009451/AGAP013393/AGAP003929/AGAP005194/AGAP004533/AGAP010530/AGAP011870/AGAP000885/AGAP008372/AGAP004719/AGAP006209/AGAP011786/AGAP008183/AGAP010395/AGAP012069/AGAP010415/AGAP002955/AGAP005043/AGAP007530/AGAP006964/AGAP000113/AGAP000935","1_v_15_Naive","Protein processing","proteolysis",149,0.344907407407407,"Downregulated"
"12","GO:0008033","tRNA processing",35,0.683910486732978,2.47933654242818,5.24359604932275e-08,9.00587621471182e-07,4.82962794016569e-07,3082,"tags=74%, list=27%, signal=55%","AGAP011960/AGAP009171/AGAP009740/AGAP008484/AGAP000856/AGAP000681/AGAP000639/AGAP003622/AGAP005651/AGAP001406/AGAP009743/AGAP008481/AGAP002791/AGAP008147/AGAP009904/AGAP003974/AGAP005220/AGAP011752/AGAP029690/AGAP005957/AGAP005542/AGAP001737/AGAP007211/AGAP011713/AGAP005215/AGAP003966","1_v_15_Naive","Translation and RNA processing","tRNA processing",26,0.742857142857143,"Upregulated"
"13","GO:0006351","DNA-templated transcription",37,0.662895373428021,2.44457373927286,9.52184642164133e-08,1.422067063406e-06,7.62619278621159e-07,2911,"tags=73%, list=25%, signal=55%","AGAP005035/AGAP011110/AGAP012084/AGAP002735/AGAP002394/AGAP004703/AGAP008393/AGAP028005/AGAP009488/AGAP007810/AGAP003648/AGAP008151/AGAP006678/AGAP010064/AGAP004866/AGAP028012/AGAP009644/AGAP009209/AGAP008417/AGAP005922/AGAP009539/AGAP002121/AGAP008771/AGAP004624/AGAP012397/AGAP009035/AGAP012122","1_v_15_Naive","DNA replication and repair","DNA-templated transcription",27,0.72972972972973,"Upregulated"
"14","GO:0006606","protein import into nucleus",33,0.653070956340213,2.34601227232929,1.02330832565732e-06,1.35194773024342e-05,7.25016020202552e-06,2519,"tags=76%, list=22%, signal=59%","AGAP002351/AGAP003769/AGAP008970/AGAP000025/AGAP007299/AGAP011156/AGAP002970/AGAP001754/AGAP005401/AGAP001273/AGAP009571/AGAP002426/AGAP010711/AGAP006942/AGAP003576/AGAP007024/AGAP012362/AGAP001179/AGAP010051/AGAP009921/AGAP007999/AGAP008234/AGAP005193/AGAP007699/AGAP009792","1_v_15_Naive","Molecule transport","protein import into nucleus",25,0.757575757575758,"Upregulated"
"15","GO:0006457","protein folding",52,0.562455460804595,2.26080450353658,1.13239847373386e-06,1.43380487525558e-05,7.68913975851457e-06,3155,"tags=62%, list=27%, signal=45%","AGAP000831/AGAP010876/AGAP002762/AGAP009810/AGAP000008/AGAP011165/AGAP012770/AGAP011150/AGAP006961/AGAP006958/AGAP005377/AGAP003477/AGAP002759/AGAP009694/AGAP010212/AGAP007704/AGAP002130/AGAP010588/AGAP006117/AGAP007107/AGAP005081/AGAP007392/AGAP006959/AGAP008249/AGAP007565/AGAP005981/AGAP004238/AGAP009505/AGAP008327/AGAP002996/AGAP007393/AGAP000462","1_v_15_Naive","Protein processing","protein folding",32,0.615384615384615,"Upregulated"
"16","GO:0030198","extracellular matrix organization",14,-0.825122766503579,-2.05433237676907,1.47507895859299e-05,0.00015125063351543,8.11119615879883e-05,1763,"tags=86%, list=15%, signal=73%","AGAP011322/AGAP010238/AGAP010168/AGAP000968/AGAP009581/AGAP004169/AGAP009576/AGAP003929/AGAP011870/AGAP009201/AGAP009200/AGAP011620","1_v_15_Naive","Miscellaneous","extracellular matrix organization",12,0.857142857142857,"Downregulated"
"17","GO:0006338","chromatin remodeling",26,0.653475978223433,2.25202766108662,3.38949241975571e-05,0.00031047750564962,0.00016650138202308,2425,"tags=58%, list=21%, signal=46%","AGAP005035/AGAP001031/AGAP005541/AGAP000668/AGAP005857/AGAP004078/AGAP006165/AGAP010700/AGAP009746/AGAP003923/AGAP012334/AGAP001154/AGAP004854/AGAP004395/AGAP028461","1_v_15_Naive","Cell cycle","chromatin remodeling",15,0.576923076923077,"Upregulated"
"18","GO:0006366","transcription by RNA polymerase II",25,0.647647093797888,2.20343493142928,6.8572346670819e-05,0.00057450246540064,0.00030809141636439,3163,"tags=76%, list=27%, signal=55%","AGAP011110/AGAP008266/AGAP002988/AGAP004254/AGAP007810/AGAP003648/AGAP013288/AGAP010064/AGAP007517/AGAP013394/AGAP028632/AGAP009209/AGAP002958/AGAP000336/AGAP010623/AGAP012397/AGAP029726/AGAP011670/AGAP008084","1_v_15_Naive","Transcription","transcription by RNA polymerase II",19,0.76,"Upregulated"
"19","GO:0006334","nucleosome assembly",20,0.665198820404689,2.14933148473164,7.20478954732473e-05,0.00059634824325446,0.00031980676494149,2377,"tags=60%, list=21%, signal=48%","AGAP012885/AGAP005023/AGAP001928/AGAP005026/AGAP002735/AGAP000737/AGAP003598/AGAP009432/AGAP011193/AGAP008638/AGAP007544/AGAP001104","1_v_15_Naive","DNA replication and repair","nucleosome assembly",12,0.6,"Upregulated"
"20","GO:0006629","lipid metabolic process",118,-0.476238206067926,-1.80203077594673,7.78524555067267e-05,0.0006292310227426,0.00033744098362048,3529,"tags=47%, list=31%, signal=33%","AGAP003815/AGAP004242/AGAP005984/AGAP013229/AGAP003730/AGAP008990/AGAP001082/AGAP001343/AGAP005103/AGAP009101/AGAP009115/AGAP001253/AGAP005511/AGAP002662/AGAP004784/AGAP003814/AGAP010150/AGAP006395/AGAP004449/AGAP013318/AGAP002353/AGAP013094/AGAP028206/AGAP029539/AGAP009415/AGAP007672/AGAP000211/AGAP001097/AGAP029277/AGAP005512/AGAP005737/AGAP004373/AGAP008717/AGAP011812/AGAP009690/AGAP003600/AGAP007134/AGAP008729/AGAP005513/AGAP029197/AGAP011736/AGAP013368/AGAP008830/AGAP002592/AGAP008780/AGAP010149/AGAP010156/AGAP009414/AGAP004572/AGAP010681/AGAP002593/AGAP005515/AGAP002279/AGAP010695/AGAP028135","1_v_15_Naive","Metabolism and mitochondrial function","lipid metabolic process",55,0.466101694915254,"Downregulated"
"21","GO:0034220","monoatomic ion transmembrane transport",72,-0.531083734390774,-1.88507244258872,0.0001300149491935,0.00097087250104281,0.00052065483086644,3340,"tags=51%, list=29%, signal=37%","AGAP012581/AGAP000413/AGAP012429/AGAP002505/AGAP006027/AGAP029711/AGAP011459/AGAP003921/AGAP007818/AGAP001913/AGAP001566/AGAP029806/AGAP000038/AGAP006028/AGAP007707/AGAP028032/AGAP010169/AGAP008588/AGAP002972/AGAP010694/AGAP000329/AGAP001478/AGAP002150/AGAP004519/AGAP010057/AGAP000966/AGAP003709/AGAP010269/AGAP010205/AGAP002797/AGAP010580/AGAP012447/AGAP012433/AGAP002473/AGAP010295/AGAP007119/AGAP000393","1_v_15_Naive","Molecule transport","monoatomic ion transmembrane transport",37,0.513888888888889,"Downregulated"
"22","GO:0007268","chemical synaptic transmission",46,-0.584250367708201,-1.91396061008125,0.0001674775005221,0.00117538937711218,0.0006303321565759,2636,"tags=48%, list=23%, signal=37%","AGAP001913/AGAP000038/AGAP002577/AGAP006028/AGAP007707/AGAP028032/AGAP008588/AGAP008028/AGAP002972/AGAP010694/AGAP000329/AGAP002369/AGAP004222/AGAP004223/AGAP029048/AGAP011499/AGAP001478/AGAP010057/AGAP000966/AGAP010205/AGAP004613/AGAP000209","1_v_15_Naive","Synaptic activity","chemical synaptic transmission",22,0.478260869565217,"Downregulated"
"23","GO:0032508","DNA duplex unwinding",24,0.620103574177171,2.1091552648476,0.00044359280947946,0.00263197430817667,0.00141146251108839,3407,"tags=79%, list=30%, signal=56%","AGAP002967/AGAP003213/AGAP002690/AGAP028528/AGAP001166/AGAP003676/AGAP005917/AGAP010720/AGAP000169/AGAP009746/AGAP007775/AGAP028632/AGAP001255/AGAP011961/AGAP001537/AGAP010018/AGAP012743/AGAP009910/AGAP000634","1_v_15_Naive","DNA replication and repair","DNA duplex unwinding",19,0.791666666666667,"Upregulated"
"24","GO:0006633","fatty acid biosynthetic process",36,-0.604413617021906,-1.89561675608242,0.00052900560470606,0.00295468984091926,0.00158452684336435,2031,"tags=42%, list=18%, signal=34%","AGAP013094/AGAP001097/AGAP005512/AGAP004373/AGAP005175/AGAP011812/AGAP003600/AGAP007134/AGAP005513/AGAP008780/AGAP010156/AGAP004572/AGAP010155/AGAP010695/AGAP010464","1_v_15_Naive","Metabolism and mitochondrial function","fatty acid biosynthetic process",15,0.416666666666667,"Downregulated"
"25","GO:0019722","calcium-mediated signaling",11,-0.791487076160444,-1.84173429130409,0.00060594017429823,0.00335710403018459,0.00180033158747354,640,"tags=36%, list=6%, signal=34%","AGAP010957/AGAP006178/AGAP006181/AGAP006179","1_v_15_Naive","Synaptic activity","calcium-mediated signaling",4,0.363636363636364,"Downregulated"
"26","GO:0016579","protein deubiquitination",28,0.567621466453322,1.95155310471472,0.00063903310945732,0.00351212596957747,0.0018834660068216,3262,"tags=61%, list=28%, signal=44%","AGAP000666/AGAP000960/AGAP008381/AGAP029574/AGAP002900/AGAP000884/AGAP006652/AGAP000269/AGAP012119/AGAP003643/AGAP007600/AGAP012248/AGAP012113/AGAP008805/AGAP003821/AGAP008617/AGAP007521","1_v_15_Naive","Protein processing","protein deubiquitination",17,0.607142857142857,"Upregulated"
"27","GO:0010499","proteasomal ubiquitin-independent protein catabolic process",16,0.680003542459702,2.03099610641063,0.00067555151844151,0.00359770459821176,0.00192935970179134,3278,"tags=88%, list=28%, signal=63%","AGAP005423/AGAP001697/AGAP011444/AGAP002597/AGAP008816/AGAP004960/AGAP001973/AGAP003935/AGAP012608/AGAP001995/AGAP010253/AGAP009271/AGAP008837/AGAP010718","1_v_15_Naive","Protein processing","proteasomal ubiquitin-independent protein
catabolic process",14,0.875,"Upregulated"
"28","GO:0008152","metabolic process",55,-0.529781498603664,-1.79179668944742,0.00071990950082538,0.00374680172020483,0.00200931678858759,2013,"tags=38%, list=17%, signal=32%","AGAP008487/AGAP000558/AGAP009786/AGAP002055/AGAP010056/AGAP006426/AGAP012463/AGAP011859/AGAP008584/AGAP012230/AGAP009022/AGAP028204/AGAP012453/AGAP008830/AGAP008582/AGAP003993/AGAP002056/AGAP007642/AGAP009621/AGAP000198/AGAP006898","1_v_15_Naive","Metabolism and mitochondrial function","metabolic process",21,0.381818181818182,"Downregulated"
"29","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",55,0.442004510456807,1.78951814278032,0.00089633230422947,0.00443007405040037,0.00237573878440225,3308,"tags=64%, list=29%, signal=46%","AGAP006626/AGAP002404/AGAP002472/AGAP003133/AGAP008620/AGAP010713/AGAP010610/AGAP005122/AGAP007143/AGAP005423/AGAP002606/AGAP000733/AGAP002251/AGAP001697/AGAP012135/AGAP003090/AGAP001745/AGAP011444/AGAP029617/AGAP008816/AGAP004960/AGAP001973/AGAP005559/AGAP003935/AGAP012608/AGAP010197/AGAP006127/AGAP001995/AGAP010253/AGAP009271/AGAP008837/AGAP008617/AGAP005535/AGAP010718/AGAP003605","1_v_15_Naive","Protein processing","proteasome-mediated ubiquitin-dependent protein
catabolic process",35,0.636363636363636,"Upregulated"
"30","GO:0032259","methylation",49,0.465397433992054,1.8331798242846,0.00090712187586002,0.00445137663368456,0.0023871628312106,3082,"tags=53%, list=27%, signal=39%","AGAP009740/AGAP003593/AGAP011889/AGAP003002/AGAP012408/AGAP010537/AGAP011327/AGAP006938/AGAP002384/AGAP000826/AGAP003923/AGAP002504/AGAP005221/AGAP029587/AGAP003462/AGAP008978/AGAP003974/AGAP029690/AGAP004177/AGAP009458/AGAP001720/AGAP001310/AGAP009048/AGAP004101/AGAP008665/AGAP003966","1_v_15_Naive","DNA replication and repair","methylation",26,0.530612244897959,"Upregulated"
"31","GO:0007608","sensory perception of smell",62,-0.502909395065804,-1.73390104673745,0.00146109390846364,0.00650414310152585,0.00348801055011729,2609,"tags=27%, list=23%, signal=21%","AGAP012320/AGAP000279/AGAP012322/AGAP029122/AGAP006278/AGAP010489/AGAP008284/AGAP008280/AGAP007283/AGAP008279/AGAP008283/AGAP008278/AGAP008282/AGAP008281/AGAP012321/AGAP001189/AGAP000278","1_v_15_Naive","Sensory perception","sensory perception of smell",17,0.274193548387097,"Downregulated"
"32","GO:0006468","protein phosphorylation",209,0.281943109771992,1.41795646390808,0.00158308221818474,0.00697165053777508,0.00373872318734587,3892,"tags=48%, list=34%, signal=32%","AGAP008948/AGAP000310/AGAP001471/AGAP002986/AGAP011055/AGAP002532/AGAP029531/AGAP002988/AGAP012368/AGAP002478/AGAP003005/AGAP001636/AGAP008118/AGAP001482/AGAP003062/AGAP009784/AGAP004176/AGAP004780/AGAP002142/AGAP004963/AGAP007598/AGAP009993/AGAP000147/AGAP000406/AGAP004008/AGAP000713/AGAP001909/AGAP002710/AGAP001933/AGAP003202/AGAP007873/AGAP013457/AGAP001950/AGAP001526/AGAP002646/AGAP000098/AGAP029453/AGAP000763/AGAP028632/AGAP008899/AGAP012121/AGAP005851/AGAP004239/AGAP029682/AGAP002161/AGAP003160/AGAP005680/AGAP001867/AGAP011118/AGAP029513/AGAP008735/AGAP000070/AGAP013266/AGAP009936/AGAP009459/AGAP004579/AGAP003715/AGAP008541/AGAP005173/AGAP004962/AGAP011085/AGAP003967/AGAP002371/AGAP005763/AGAP029580/AGAP000627/AGAP000602/AGAP004833/AGAP029532/AGAP008247/AGAP029812/AGAP007688/AGAP029544/AGAP007805/AGAP007798/AGAP012413/AGAP029681/AGAP009034/AGAP002075/AGAP029102/AGAP029813/AGAP009565/AGAP012476/AGAP006988/AGAP003332/AGAP005567/AGAP009460/AGAP008691/AGAP005729/AGAP010313/AGAP005772/AGAP000489/AGAP006219/AGAP029462/AGAP006461/AGAP012161/AGAP009166/AGAP006340/AGAP001790/AGAP005898","1_v_15_Naive","Protein processing","protein phosphorylation",100,0.478468899521531,"Upregulated"
"33","GO:0006886","intracellular protein transport",137,0.321891548627658,1.55240127710002,0.00160553661687868,0.0070246890770122,0.00376716643982881,2823,"tags=36%, list=24%, signal=27%","AGAP001759/AGAP011904/AGAP007654/AGAP011156/AGAP002970/AGAP002665/AGAP004535/AGAP011568/AGAP009929/AGAP011888/AGAP009571/AGAP010711/AGAP006942/AGAP003576/AGAP011551/AGAP000850/AGAP003021/AGAP007896/AGAP011356/AGAP009538/AGAP008887/AGAP009921/AGAP000983/AGAP006097/AGAP005543/AGAP029572/AGAP001399/AGAP011491/AGAP000161/AGAP001505/AGAP008418/AGAP007578/AGAP010557/AGAP007911/AGAP000949/AGAP006100/AGAP029130/AGAP004586/AGAP003035/AGAP004439/AGAP004522/AGAP011254/AGAP011727/AGAP009291/AGAP005263/AGAP004080/AGAP012474/AGAP008494/AGAP003341","1_v_15_Naive","Molecule transport","intracellular protein transport",49,0.357664233576642,"Upregulated"
"34","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",11,0.722777520277284,1.94216225554767,0.00174794581027375,0.00723396850396426,0.00387939780339767,2836,"tags=73%, list=25%, signal=55%","AGAP006649/AGAP001338/AGAP010179/AGAP000337/AGAP005036/AGAP001133/AGAP012760/AGAP001195","1_v_15_Naive","Translation and RNA processing","nuclear-transcribed mRNA catabolic process,
nonsense-mediated decay",8,0.727272727272727,"Upregulated"
"35","GO:0006836","neurotransmitter transport",19,-0.68182226322871,-1.84076412690672,0.00182568322597588,0.0075104453667391,0.00402766548434641,2040,"tags=68%, list=18%, signal=56%","AGAP003509/AGAP002369/AGAP010857/AGAP010621/AGAP011279/AGAP007367/AGAP010865/AGAP004476/AGAP000494/AGAP010481/AGAP010860/AGAP000493/AGAP009768","1_v_15_Naive","Synaptic activity","neurotransmitter transport",13,0.684210526315789,"Downregulated"
